community	mainIncomeCommunity	populationSize	locality	sessionID	female	socialFirst	sequencePosition	asocialYes	socialYes	yes	propYes	lagOnePropYes	socialTmt	agricultureComm	eastGezira	numInSession	numFemalesInSession	propFemalesInSession	uniqueSubjectID
106	agriculture	963	EastGezira	340	1	0	6	0	0	0	0.666666666666667	0.8	0	1	1	10	10	1	2700
106	agriculture	963	EastGezira	340	1	0	7	0	0	0	0.571428571428571	0.666666666666667	0	1	1	10	10	1	2701
106	agriculture	963	EastGezira	340	1	0	8	1	1	1	0.625	0.571428571428571	0	1	1	10	10	1	2702
106	agriculture	963	EastGezira	340	1	0	9	1	1	1	0.666666666666667	0.625	0	1	1	10	10	1	2703
106	agriculture	963	EastGezira	340	1	0	10	1	1	1	0.7	0.666666666666667	0	1	1	10	10	1	2704
106	agriculture	963	EastGezira	341	1	1	1	0	0	0	0	NA	0	1	1	10	10	1	2705
106	agriculture	963	EastGezira	341	1	1	2	0	0	0	0	0	0	1	1	10	10	1	2706
106	agriculture	963	EastGezira	341	1	1	3	0	0	0	0	0	0	1	1	10	10	1	2707
106	agriculture	963	EastGezira	341	1	1	4	0	1	0	0	0	0	1	1	10	10	1	2708
106	agriculture	963	EastGezira	341	1	1	5	0	0	0	0	0	0	1	1	10	10	1	2709
106	agriculture	963	EastGezira	341	1	1	6	0	0	0	0	0	0	1	1	10	10	1	2710
106	agriculture	963	EastGezira	341	1	1	7	0	0	0	0	0	0	1	1	10	10	1	2711
106	agriculture	963	EastGezira	341	1	1	8	0	0	0	0	0	0	1	1	10	10	1	2712
106	agriculture	963	EastGezira	341	1	1	9	1	1	1	0.111111111111111	0	0	1	1	10	10	1	2713
106	agriculture	963	EastGezira	341	1	1	10	0	0	0	0.1	0.111111111111111	0	1	1	10	10	1	2714
72	agriculture	891	EastGezira	342	1	0	1	0	0	0	0	NA	0	1	1	10	10	1	2715
72	agriculture	891	EastGezira	342	1	0	2	0	0	0	0	0	0	1	1	10	10	1	2716
72	agriculture	891	EastGezira	342	1	0	3	0	0	0	0	0	0	1	1	10	10	1	2717
72	agriculture	891	EastGezira	342	1	0	4	0	0	0	0	0	0	1	1	10	10	1	2718
72	agriculture	891	EastGezira	342	1	0	5	0	0	0	0	0	0	1	1	10	10	1	2719
72	agriculture	891	EastGezira	342	1	0	6	0	0	0	0	0	0	1	1	10	10	1	2720
72	agriculture	891	EastGezira	342	1	0	7	0	0	0	0	0	0	1	1	10	10	1	2721
72	agriculture	891	EastGezira	342	1	0	8	0	0	0	0	0	0	1	1	10	10	1	2722
72	agriculture	891	EastGezira	342	1	0	9	0	0	0	0	0	0	1	1	10	10	1	2723
72	agriculture	891	EastGezira	342	1	0	10	0	0	0	0	0	0	1	1	10	10	1	2724
72	agriculture	891	EastGezira	343	1	0	1	0	0	0	0	NA	0	1	1	10	10	1	2725
72	agriculture	891	EastGezira	343	1	0	2	0	0	0	0	0	0	1	1	10	10	1	2726
72	agriculture	891	EastGezira	343	1	0	3	0	0	0	0	0	0	1	1	10	10	1	2727
72	agriculture	891	EastGezira	343	1	0	4	0	0	0	0	0	0	1	1	10	10	1	2728
72	agriculture	891	EastGezira	343	1	0	5	0	0	0	0	0	0	1	1	10	10	1	2729
72	agriculture	891	EastGezira	343	1	0	6	1	0	1	0.166666666666667	0	0	1	1	10	10	1	2730
72	agriculture	891	EastGezira	343	1	0	7	1	0	1	0.285714285714286	0.166666666666667	0	1	1	10	10	1	2731
72	agriculture	891	EastGezira	343	1	0	8	0	0	0	0.25	0.285714285714286	0	1	1	10	10	1	2732
72	agriculture	891	EastGezira	343	1	0	9	0	0	0	0.222222222222222	0.25	0	1	1	10	10	1	2733
72	agriculture	891	EastGezira	343	1	0	10	1	0	1	0.3	0.222222222222222	0	1	1	10	10	1	2734
72	agriculture	891	EastGezira	344	1	0	1	0	0	0	0	NA	0	1	1	10	10	1	2735
72	agriculture	891	EastGezira	344	1	0	2	0	0	0	0	0	0	1	1	10	10	1	2736
72	agriculture	891	EastGezira	344	1	0	3	0	0	0	0	0	0	1	1	10	10	1	2737
72	agriculture	891	EastGezira	344	1	0	4	0	0	0	0	0	0	1	1	10	10	1	2738
72	agriculture	891	EastGezira	344	1	0	5	0	0	0	0	0	0	1	1	10	10	1	2739
72	agriculture	891	EastGezira	344	1	0	6	0	0	0	0	0	0	1	1	10	10	1	2740
72	agriculture	891	EastGezira	344	1	0	7	0	0	0	0	0	0	1	1	10	10	1	2741
72	agriculture	891	EastGezira	344	1	0	8	0	0	0	0	0	0	1	1	10	10	1	2742
72	agriculture	891	EastGezira	344	1	0	9	0	0	0	0	0	0	1	1	10	10	1	2743
72	agriculture	891	EastGezira	344	1	0	10	0	0	0	0	0	0	1	1	10	10	1	2744
72	agriculture	891	EastGezira	345	0	0	1	0	0	0	0	NA	0	1	1	10	0	0	2745
72	agriculture	891	EastGezira	345	0	0	2	0	0	0	0	0	0	1	1	10	0	0	2746
72	agriculture	891	EastGezira	345	0	0	3	0	0	0	0	0	0	1	1	10	0	0	2747
72	agriculture	891	EastGezira	345	0	0	4	1	1	1	0.25	0	0	1	1	10	0	0	2748
72	agriculture	891	EastGezira	345	0	0	5	1	1	1	0.4	0.25	0	1	1	10	0	0	2749
72	agriculture	891	EastGezira	345	0	0	6	0	1	0	0.333333333333333	0.4	0	1	1	10	0	0	2750
72	agriculture	891	EastGezira	345	0	0	7	1	1	1	0.428571428571429	0.333333333333333	0	1	1	10	0	0	2751
72	agriculture	891	EastGezira	345	0	0	8	1	1	1	0.5	0.428571428571429	0	1	1	10	0	0	2752
72	agriculture	891	EastGezira	345	0	0	9	1	1	1	0.555555555555556	0.5	0	1	1	10	0	0	2753
72	agriculture	891	EastGezira	345	0	0	10	1	1	1	0.6	0.555555555555556	0	1	1	10	0	0	2754
72	agriculture	891	EastGezira	346	0	0	1	0	0	0	0	NA	0	1	1	10	0	0	2755
72	agriculture	891	EastGezira	346	0	0	2	0	0	0	0	0	0	1	1	10	0	0	2756
72	agriculture	891	EastGezira	346	0	0	3	0	0	0	0	0	0	1	1	10	0	0	2757
72	agriculture	891	EastGezira	346	0	0	4	0	0	0	0	0	0	1	1	10	0	0	2758
72	agriculture	891	EastGezira	346	0	0	5	1	1	1	0.2	0	0	1	1	10	0	0	2759
72	agriculture	891	EastGezira	346	0	0	6	1	1	1	0.333333333333333	0.2	0	1	1	10	0	0	2760
72	agriculture	891	EastGezira	346	0	0	7	0	0	0	0.285714285714286	0.333333333333333	0	1	1	10	0	0	2761
72	agriculture	891	EastGezira	346	0	0	8	1	1	1	0.375	0.285714285714286	0	1	1	10	0	0	2762
72	agriculture	891	EastGezira	346	0	0	9	0	0	0	0.333333333333333	0.375	0	1	1	10	0	0	2763
72	agriculture	891	EastGezira	346	0	0	10	0	0	0	0.3	0.333333333333333	0	1	1	10	0	0	2764
72	agriculture	891	EastGezira	347	0	1	1	0	1	0	0	NA	0	1	1	10	0	0	2765
72	agriculture	891	EastGezira	347	0	1	2	1	1	1	0.5	0	0	1	1	10	0	0	2766
72	agriculture	891	EastGezira	347	0	1	3	1	1	1	0.666666666666667	0.5	0	1	1	10	0	0	2767
72	agriculture	891	EastGezira	347	0	1	4	1	1	1	0.75	0.666666666666667	0	1	1	10	0	0	2768
72	agriculture	891	EastGezira	347	0	1	5	0	0	0	0.6	0.75	0	1	1	10	0	0	2769
72	agriculture	891	EastGezira	347	0	1	6	0	0	0	0.5	0.6	0	1	1	10	0	0	2770
72	agriculture	891	EastGezira	347	0	1	7	0	0	0	0.428571428571429	0.5	0	1	1	10	0	0	2771
72	agriculture	891	EastGezira	347	0	1	8	0	0	0	0.375	0.428571428571429	0	1	1	10	0	0	2772
72	agriculture	891	EastGezira	347	0	1	9	1	1	1	0.444444444444444	0.375	0	1	1	10	0	0	2773
72	agriculture	891	EastGezira	347	0	1	10	1	1	1	0.5	0.444444444444444	0	1	1	10	0	0	2774
84	trade	1500	EastGezira	348	0	0	1	0	0	0	0	NA	0	0	1	2	0	0	2775
84	trade	1500	EastGezira	348	0	0	2	0	0	0	0	0	0	0	1	2	0	0	2776
84	trade	1500	EastGezira	349	0	0	1	0	0	0	0	NA	0	0	1	9	0	0	2777
84	trade	1500	EastGezira	349	0	0	2	1	1	1	0.5	0	0	0	1	9	0	0	2778
84	trade	1500	EastGezira	349	0	0	3	0	1	0	0.333333333333333	0.5	0	0	1	9	0	0	2779
84	trade	1500	EastGezira	349	0	0	4	0	0	0	0.25	0.333333333333333	0	0	1	9	0	0	2780
84	trade	1500	EastGezira	349	0	0	5	1	1	1	0.4	0.25	0	0	1	9	0	0	2781
84	trade	1500	EastGezira	349	0	0	6	1	1	1	0.5	0.4	0	0	1	9	0	0	2782
84	trade	1500	EastGezira	349	0	0	7	0	0	0	0.428571428571429	0.5	0	0	1	9	0	0	2783
84	trade	1500	EastGezira	349	0	0	8	0	0	0	0.375	0.428571428571429	0	0	1	9	0	0	2784
84	trade	1500	EastGezira	349	0	0	9	0	0	0	0.333333333333333	0.375	0	0	1	9	0	0	2785
84	trade	1500	EastGezira	350	0	0	1	0	0	0	0	NA	0	0	1	10	0	0	2786
84	trade	1500	EastGezira	350	0	0	2	0	1	0	0	0	0	0	1	10	0	0	2787
84	trade	1500	EastGezira	350	0	0	3	1	0	1	0.333333333333333	0	0	0	1	10	0	0	2788
84	trade	1500	EastGezira	350	0	0	4	0	0	0	0.25	0.333333333333333	0	0	1	10	0	0	2789
84	trade	1500	EastGezira	350	0	0	5	0	0	0	0.2	0.25	0	0	1	10	0	0	2790
84	trade	1500	EastGezira	350	0	0	6	1	1	1	0.333333333333333	0.2	0	0	1	10	0	0	2791
84	trade	1500	EastGezira	350	0	0	7	0	0	0	0.285714285714286	0.333333333333333	0	0	1	10	0	0	2792
84	trade	1500	EastGezira	350	0	0	8	0	0	0	0.25	0.285714285714286	0	0	1	10	0	0	2793
84	trade	1500	EastGezira	350	0	0	9	0	0	0	0.222222222222222	0.25	0	0	1	10	0	0	2794
84	trade	1500	EastGezira	350	0	0	10	1	1	1	0.3	0.222222222222222	0	0	1	10	0	0	2795
84	trade	1500	EastGezira	351	0	1	1	1	1	1	1	NA	0	0	1	10	0	0	2796
84	trade	1500	EastGezira	351	0	1	2	0	0	0	0.5	1	0	0	1	10	0	0	2797
84	trade	1500	EastGezira	351	0	1	3	1	1	1	0.666666666666667	0.5	0	0	1	10	0	0	2798
84	trade	1500	EastGezira	351	0	1	4	1	1	1	0.75	0.666666666666667	0	0	1	10	0	0	2799
84	trade	1500	EastGezira	351	0	1	5	0	1	0	0.6	0.75	0	0	1	10	0	0	2800
84	trade	1500	EastGezira	351	0	1	6	0	1	0	0.5	0.6	0	0	1	10	0	0	2801
84	trade	1500	EastGezira	351	0	1	7	0	1	0	0.428571428571429	0.5	0	0	1	10	0	0	2802
84	trade	1500	EastGezira	351	0	1	8	0	0	0	0.375	0.428571428571429	0	0	1	10	0	0	2803
84	trade	1500	EastGezira	351	0	1	9	0	1	0	0.333333333333333	0.375	0	0	1	10	0	0	2804
84	trade	1500	EastGezira	351	0	1	10	0	0	0	0.3	0.333333333333333	0	0	1	10	0	0	2805
84	trade	1500	EastGezira	352	1	0	1	1	1	1	1	NA	0	0	1	3	3	1	2806
84	trade	1500	EastGezira	352	1	0	2	0	0	0	0.5	1	0	0	1	3	3	1	2807
84	trade	1500	EastGezira	352	1	0	3	1	0	1	0.666666666666667	0.5	0	0	1	3	3	1	2808
84	trade	1500	EastGezira	353	1	0	1	1	1	1	1	NA	0	0	1	8	8	1	2809
84	trade	1500	EastGezira	353	1	0	2	1	1	1	1	1	0	0	1	8	8	1	2810
84	trade	1500	EastGezira	353	1	0	3	0	0	0	0.666666666666667	1	0	0	1	8	8	1	2811
84	trade	1500	EastGezira	353	1	0	4	1	0	1	0.75	0.666666666666667	0	0	1	8	8	1	2812
84	trade	1500	EastGezira	353	1	0	5	1	1	1	0.8	0.75	0	0	1	8	8	1	2813
84	trade	1500	EastGezira	353	1	0	6	0	0	0	0.666666666666667	0.8	0	0	1	8	8	1	2814
84	trade	1500	EastGezira	353	1	0	7	1	1	1	0.714285714285714	0.666666666666667	0	0	1	8	8	1	2815
84	trade	1500	EastGezira	353	1	0	8	0	0	0	0.625	0.714285714285714	0	0	1	8	8	1	2816
84	trade	1500	EastGezira	354	1	0	1	1	1	1	1	NA	0	0	1	10	10	1	2817
84	trade	1500	EastGezira	354	1	0	2	1	1	1	1	1	0	0	1	10	10	1	2818
84	trade	1500	EastGezira	354	1	0	3	0	0	0	0.666666666666667	1	0	0	1	10	10	1	2819
84	trade	1500	EastGezira	354	1	0	4	0	0	0	0.5	0.666666666666667	0	0	1	10	10	1	2820
84	trade	1500	EastGezira	354	1	0	5	0	0	0	0.4	0.5	0	0	1	10	10	1	2821
84	trade	1500	EastGezira	354	1	0	6	0	0	0	0.333333333333333	0.4	0	0	1	10	10	1	2822
84	trade	1500	EastGezira	354	1	0	7	1	0	1	0.428571428571429	0.333333333333333	0	0	1	10	10	1	2823
84	trade	1500	EastGezira	354	1	0	8	0	0	0	0.375	0.428571428571429	0	0	1	10	10	1	2824
84	trade	1500	EastGezira	354	1	0	9	0	0	0	0.333333333333333	0.375	0	0	1	10	10	1	2825
84	trade	1500	EastGezira	354	1	0	10	0	0	0	0.3	0.333333333333333	0	0	1	10	10	1	2826
84	trade	1500	EastGezira	355	1	0	1	0	0	0	0	NA	0	0	1	10	10	1	2827
84	trade	1500	EastGezira	355	1	0	2	1	0	1	0.5	0	0	0	1	10	10	1	2828
84	trade	1500	EastGezira	355	1	0	3	0	0	0	0.333333333333333	0.5	0	0	1	10	10	1	2829
84	trade	1500	EastGezira	355	1	0	4	1	0	1	0.5	0.333333333333333	0	0	1	10	10	1	2830
84	trade	1500	EastGezira	355	1	0	5	1	1	1	0.6	0.5	0	0	1	10	10	1	2831
84	trade	1500	EastGezira	355	1	0	6	1	0	1	0.666666666666667	0.6	0	0	1	10	10	1	2832
84	trade	1500	EastGezira	355	1	0	7	1	0	1	0.714285714285714	0.666666666666667	0	0	1	10	10	1	2833
84	trade	1500	EastGezira	355	1	0	8	0	0	0	0.625	0.714285714285714	0	0	1	10	10	1	2834
84	trade	1500	EastGezira	355	1	0	9	0	0	0	0.555555555555556	0.625	0	0	1	10	10	1	2835
84	trade	1500	EastGezira	355	1	0	10	0	0	0	0.5	0.555555555555556	0	0	1	10	10	1	2836
133	livestock	3364	EastGezira	356	0	0	1	1	1	1	1	NA	0	0	1	10	0	0	2837
133	livestock	3364	EastGezira	356	0	0	2	0	0	0	0.5	1	0	0	1	10	0	0	2838
133	livestock	3364	EastGezira	356	0	0	3	0	0	0	0.333333333333333	0.5	0	0	1	10	0	0	2839
133	livestock	3364	EastGezira	356	0	0	4	0	0	0	0.25	0.333333333333333	0	0	1	10	0	0	2840
133	livestock	3364	EastGezira	356	0	0	5	0	0	0	0.2	0.25	0	0	1	10	0	0	2841
133	livestock	3364	EastGezira	356	0	0	6	1	1	1	0.333333333333333	0.2	0	0	1	10	0	0	2842
133	livestock	3364	EastGezira	356	0	0	7	0	0	0	0.285714285714286	0.333333333333333	0	0	1	10	0	0	2843
133	livestock	3364	EastGezira	356	0	0	8	0	0	0	0.25	0.285714285714286	0	0	1	10	0	0	2844
133	livestock	3364	EastGezira	356	0	0	9	0	0	0	0.222222222222222	0.25	0	0	1	10	0	0	2845
133	livestock	3364	EastGezira	356	0	0	10	1	0	1	0.3	0.222222222222222	0	0	1	10	0	0	2846
133	livestock	3364	EastGezira	357	0	1	1	0	0	0	0	NA	0	0	1	10	0	0	2847
133	livestock	3364	EastGezira	357	0	1	2	0	0	0	0	0	0	0	1	10	0	0	2848
133	livestock	3364	EastGezira	357	0	1	3	0	0	0	0	0	0	0	1	10	0	0	2849
133	livestock	3364	EastGezira	357	0	1	4	0	0	0	0	0	0	0	1	10	0	0	2850
133	livestock	3364	EastGezira	357	0	1	5	0	0	0	0	0	0	0	1	10	0	0	2851
133	livestock	3364	EastGezira	357	0	1	6	0	0	0	0	0	0	0	1	10	0	0	2852
133	livestock	3364	EastGezira	357	0	1	7	0	0	0	0	0	0	0	1	10	0	0	2853
133	livestock	3364	EastGezira	357	0	1	8	0	0	0	0	0	0	0	1	10	0	0	2854
133	livestock	3364	EastGezira	357	0	1	9	0	0	0	0	0	0	0	1	10	0	0	2855
133	livestock	3364	EastGezira	357	0	1	10	1	0	1	0.1	0	0	0	1	10	0	0	2856
133	livestock	3364	EastGezira	358	0	0	1	1	0	1	1	NA	0	0	1	5	0	0	2857
133	livestock	3364	EastGezira	358	0	0	2	0	0	0	0.5	1	0	0	1	5	0	0	2858
133	livestock	3364	EastGezira	358	0	0	3	1	1	1	0.666666666666667	0.5	0	0	1	5	0	0	2859
133	livestock	3364	EastGezira	358	0	0	4	1	1	1	0.75	0.666666666666667	0	0	1	5	0	0	2860
133	livestock	3364	EastGezira	358	0	0	5	0	0	0	0.6	0.75	0	0	1	5	0	0	2861
133	livestock	3364	EastGezira	359	1	1	1	1	1	1	1	NA	0	0	1	10	8	0.8	2862
133	livestock	3364	EastGezira	359	1	1	2	1	1	1	1	1	0	0	1	10	8	0.8	2863
133	livestock	3364	EastGezira	359	1	1	3	1	1	1	1	1	0	0	1	10	8	0.8	2864
133	livestock	3364	EastGezira	359	1	1	4	0	1	0	0.75	1	0	0	1	10	8	0.8	2865
133	livestock	3364	EastGezira	359	1	1	5	1	1	1	0.8	0.75	0	0	1	10	8	0.8	2866
133	livestock	3364	EastGezira	359	0	1	6	0	1	0	0.666666666666667	0.8	0	0	1	10	8	0.8	2867
133	livestock	3364	EastGezira	359	0	1	7	0	1	0	0.571428571428571	0.666666666666667	0	0	1	10	8	0.8	2868
133	livestock	3364	EastGezira	359	1	1	8	1	1	1	0.625	0.571428571428571	0	0	1	10	8	0.8	2869
133	livestock	3364	EastGezira	359	1	1	9	1	1	1	0.666666666666667	0.625	0	0	1	10	8	0.8	2870
133	livestock	3364	EastGezira	359	1	1	10	1	1	1	0.7	0.666666666666667	0	0	1	10	8	0.8	2871
133	livestock	3364	EastGezira	360	1	0	1	0	1	0	0	NA	0	0	1	10	10	1	2872
133	livestock	3364	EastGezira	360	1	0	2	1	0	1	0.5	0	0	0	1	10	10	1	2873
133	livestock	3364	EastGezira	360	1	0	3	0	1	0	0.333333333333333	0.5	0	0	1	10	10	1	2874
133	livestock	3364	EastGezira	360	1	0	4	0	0	0	0.25	0.333333333333333	0	0	1	10	10	1	2875
133	livestock	3364	EastGezira	360	1	0	5	0	0	0	0.2	0.25	0	0	1	10	10	1	2876
133	livestock	3364	EastGezira	360	1	0	6	1	0	1	0.333333333333333	0.2	0	0	1	10	10	1	2877
133	livestock	3364	EastGezira	360	1	0	7	0	0	0	0.285714285714286	0.333333333333333	0	0	1	10	10	1	2878
133	livestock	3364	EastGezira	360	1	0	8	1	0	1	0.375	0.285714285714286	0	0	1	10	10	1	2879
133	livestock	3364	EastGezira	360	1	0	9	1	0	1	0.444444444444444	0.375	0	0	1	10	10	1	2880
133	livestock	3364	EastGezira	360	1	0	10	0	0	0	0.4	0.444444444444444	0	0	1	10	10	1	2881
133	livestock	3364	EastGezira	361	1	1	1	1	1	1	1	NA	0	0	1	2	2	1	2882
133	livestock	3364	EastGezira	361	1	1	2	0	0	0	0.5	1	0	0	1	2	2	1	2883
133	livestock	3364	EastGezira	362	1	1	1	1	1	1	1	NA	0	0	1	8	8	1	2884
133	livestock	3364	EastGezira	362	1	1	2	1	1	1	1	1	0	0	1	8	8	1	2885
133	livestock	3364	EastGezira	362	1	1	3	1	1	1	1	1	0	0	1	8	8	1	2886
133	livestock	3364	EastGezira	362	1	1	4	1	1	1	1	1	0	0	1	8	8	1	2887
133	livestock	3364	EastGezira	362	1	1	5	1	1	1	1	1	0	0	1	8	8	1	2888
133	livestock	3364	EastGezira	362	1	1	6	1	1	1	1	1	0	0	1	8	8	1	2889
133	livestock	3364	EastGezira	362	1	1	7	1	1	1	1	1	0	0	1	8	8	1	2890
133	livestock	3364	EastGezira	362	1	1	8	1	1	1	1	1	0	0	1	8	8	1	2891
139	livestockTrade	1061	EastGezira	363	1	1	1	0	0	0	0	NA	0	0	1	10	10	1	2892
139	livestockTrade	1061	EastGezira	363	1	1	2	1	1	1	0.5	0	0	0	1	10	10	1	2893
139	livestockTrade	1061	EastGezira	363	1	1	3	1	1	1	0.666666666666667	0.5	0	0	1	10	10	1	2894
139	livestockTrade	1061	EastGezira	363	1	1	4	1	1	1	0.75	0.666666666666667	0	0	1	10	10	1	2895
139	livestockTrade	1061	EastGezira	363	1	1	5	1	1	1	0.8	0.75	0	0	1	10	10	1	2896
139	livestockTrade	1061	EastGezira	363	1	1	6	1	1	1	0.833333333333333	0.8	0	0	1	10	10	1	2897
139	livestockTrade	1061	EastGezira	363	1	1	7	1	0	1	0.857142857142857	0.833333333333333	0	0	1	10	10	1	2898
139	livestockTrade	1061	EastGezira	363	1	1	8	1	1	1	0.875	0.857142857142857	0	0	1	10	10	1	2899
139	livestockTrade	1061	EastGezira	363	1	1	9	0	0	0	0.777777777777778	0.875	0	0	1	10	10	1	2900
139	livestockTrade	1061	EastGezira	363	1	1	10	1	0	1	0.8	0.777777777777778	0	0	1	10	10	1	2901
139	livestockTrade	1061	EastGezira	364	1	1	1	0	0	0	0	NA	0	0	1	10	10	1	2902
139	livestockTrade	1061	EastGezira	364	1	1	2	1	1	1	0.5	0	0	0	1	10	10	1	2903
139	livestockTrade	1061	EastGezira	364	1	1	3	0	0	0	0.333333333333333	0.5	0	0	1	10	10	1	2904
139	livestockTrade	1061	EastGezira	364	1	1	4	0	1	0	0.25	0.333333333333333	0	0	1	10	10	1	2905
139	livestockTrade	1061	EastGezira	364	1	1	5	1	1	1	0.4	0.25	0	0	1	10	10	1	2906
139	livestockTrade	1061	EastGezira	364	1	1	6	1	1	1	0.5	0.4	0	0	1	10	10	1	2907
139	livestockTrade	1061	EastGezira	364	1	1	7	0	0	0	0.428571428571429	0.5	0	0	1	10	10	1	2908
139	livestockTrade	1061	EastGezira	364	1	1	8	0	1	0	0.375	0.428571428571429	0	0	1	10	10	1	2909
139	livestockTrade	1061	EastGezira	364	1	1	9	1	1	1	0.444444444444444	0.375	0	0	1	10	10	1	2910
139	livestockTrade	1061	EastGezira	364	1	1	10	1	1	1	0.5	0.444444444444444	0	0	1	10	10	1	2911
139	livestockTrade	1061	EastGezira	365	1	0	1	1	1	1	1	NA	0	0	1	10	10	1	2912
139	livestockTrade	1061	EastGezira	365	1	0	2	1	0	1	1	1	0	0	1	10	10	1	2913
139	livestockTrade	1061	EastGezira	365	1	0	3	0	0	0	0.666666666666667	1	0	0	1	10	10	1	2914
139	livestockTrade	1061	EastGezira	365	1	0	4	1	1	1	0.75	0.666666666666667	0	0	1	10	10	1	2915
139	livestockTrade	1061	EastGezira	365	1	0	5	1	0	1	0.8	0.75	0	0	1	10	10	1	2916
139	livestockTrade	1061	EastGezira	365	1	0	6	0	0	0	0.666666666666667	0.8	0	0	1	10	10	1	2917
139	livestockTrade	1061	EastGezira	365	1	0	7	0	0	0	0.571428571428571	0.666666666666667	0	0	1	10	10	1	2918
139	livestockTrade	1061	EastGezira	365	1	0	8	0	0	0	0.5	0.571428571428571	0	0	1	10	10	1	2919
139	livestockTrade	1061	EastGezira	365	1	0	9	1	0	1	0.555555555555556	0.5	0	0	1	10	10	1	2920
139	livestockTrade	1061	EastGezira	365	1	0	10	1	0	1	0.6	0.555555555555556	0	0	1	10	10	1	2921
139	livestockTrade	1061	EastGezira	366	0	1	1	0	0	0	0	NA	0	0	1	7	0	0	2922
139	livestockTrade	1061	EastGezira	366	0	1	2	0	0	0	0	0	0	0	1	7	0	0	2923
139	livestockTrade	1061	EastGezira	366	0	1	3	0	0	0	0	0	0	0	1	7	0	0	2924
139	livestockTrade	1061	EastGezira	366	0	1	4	0	1	0	0	0	0	0	1	7	0	0	2925
139	livestockTrade	1061	EastGezira	366	0	1	5	0	1	0	0	0	0	0	1	7	0	0	2926
139	livestockTrade	1061	EastGezira	366	0	1	6	0	0	0	0	0	0	0	1	7	0	0	2927
139	livestockTrade	1061	EastGezira	366	0	1	7	0	0	0	0	0	0	0	1	7	0	0	2928
139	livestockTrade	1061	EastGezira	367	0	0	1	1	0	1	1	NA	0	0	1	10	0	0	2929
139	livestockTrade	1061	EastGezira	367	0	0	2	1	1	1	1	1	0	0	1	10	0	0	2930
139	livestockTrade	1061	EastGezira	367	0	0	3	1	1	1	1	1	0	0	1	10	0	0	2931
139	livestockTrade	1061	EastGezira	367	0	0	4	1	1	1	1	1	0	0	1	10	0	0	2932
139	livestockTrade	1061	EastGezira	367	0	0	5	1	1	1	1	1	0	0	1	10	0	0	2933
139	livestockTrade	1061	EastGezira	367	0	0	6	0	0	0	0.833333333333333	1	0	0	1	10	0	0	2934
139	livestockTrade	1061	EastGezira	367	0	0	7	1	0	1	0.857142857142857	0.833333333333333	0	0	1	10	0	0	2935
139	livestockTrade	1061	EastGezira	367	0	0	8	0	0	0	0.75	0.857142857142857	0	0	1	10	0	0	2936
139	livestockTrade	1061	EastGezira	367	0	0	9	0	0	0	0.666666666666667	0.75	0	0	1	10	0	0	2937
139	livestockTrade	1061	EastGezira	367	0	0	10	1	1	1	0.7	0.666666666666667	0	0	1	10	0	0	2938
139	livestockTrade	1061	EastGezira	368	0	0	1	0	1	0	0	NA	0	0	1	10	0	0	2939
139	livestockTrade	1061	EastGezira	368	0	0	2	0	0	0	0	0	0	0	1	10	0	0	2940
139	livestockTrade	1061	EastGezira	368	0	0	3	0	0	0	0	0	0	0	1	10	0	0	2941
139	livestockTrade	1061	EastGezira	368	0	0	4	1	0	1	0.25	0	0	0	1	10	0	0	2942
139	livestockTrade	1061	EastGezira	368	0	0	5	0	0	0	0.2	0.25	0	0	1	10	0	0	2943
139	livestockTrade	1061	EastGezira	368	0	0	6	0	0	0	0.166666666666667	0.2	0	0	1	10	0	0	2944
139	livestockTrade	1061	EastGezira	368	0	0	7	1	1	1	0.285714285714286	0.166666666666667	0	0	1	10	0	0	2945
139	livestockTrade	1061	EastGezira	368	0	0	8	1	1	1	0.375	0.285714285714286	0	0	1	10	0	0	2946
139	livestockTrade	1061	EastGezira	368	0	0	9	0	0	0	0.333333333333333	0.375	0	0	1	10	0	0	2947
139	livestockTrade	1061	EastGezira	368	0	0	10	1	1	1	0.4	0.333333333333333	0	0	1	10	0	0	2948
104	agriculture	5817	EastGezira	369	0	1	1	0	1	0	0	NA	0	1	1	6	0	0	2949
104	agriculture	5817	EastGezira	369	0	1	2	0	0	0	0	0	0	1	1	6	0	0	2950
104	agriculture	5817	EastGezira	369	0	1	3	0	0	0	0	0	0	1	1	6	0	0	2951
104	agriculture	5817	EastGezira	369	0	1	4	0	0	0	0	0	0	1	1	6	0	0	2952
104	agriculture	5817	EastGezira	369	0	1	5	0	0	0	0	0	0	1	1	6	0	0	2953
104	agriculture	5817	EastGezira	369	0	1	6	0	0	0	0	0	0	1	1	6	0	0	2954
104	agriculture	5817	EastGezira	370	0	0	1	0	0	0	0	NA	0	1	1	5	0	0	2955
104	agriculture	5817	EastGezira	370	0	0	2	0	0	0	0	0	0	1	1	5	0	0	2956
104	agriculture	5817	EastGezira	370	0	0	3	0	0	0	0	0	0	1	1	5	0	0	2957
104	agriculture	5817	EastGezira	370	0	0	4	0	0	0	0	0	0	1	1	5	0	0	2958
104	agriculture	5817	EastGezira	370	0	0	5	1	0	1	0.2	0	0	1	1	5	0	0	2959
104	agriculture	5817	EastGezira	371	0	1	1	0	0	0	0	NA	0	1	1	8	0	0	2960
104	agriculture	5817	EastGezira	371	0	1	2	1	1	1	0.5	0	0	1	1	8	0	0	2961
