session	uniqueCommNum	eastGezira	female	position	check	public	publicFirst	cumNumChecks	cumPropChecks	cumVarChecks	numObsSession	numFemInSession	femaleGroup	maleGroup	mixedGenderGroup	mainIncome	population	checkFirstPosition
1	112	1	0	6	0	1	1	1	0.166666666666667	0.138888888888889	6	0	0	1	0	agriculture	2884	0
1	112	1	0	6	0	0	1	0	0	0	6	0	0	1	0	agriculture	2884	0
2	112	1	0	10	0	1	0	1	0.1	0.09	10	0	0	1	0	agriculture	2884	0
2	112	1	0	10	0	0	0	2	0.2	0.16	10	0	0	1	0	agriculture	2884	0
3	112	1	0	10	0	1	0	4	0.4	0.24	10	0	0	1	0	agriculture	2884	0
3	112	1	0	10	0	0	0	3	0.3	0.21	10	0	0	1	0	agriculture	2884	0
4	112	1	1	10	0	1	1	0	0	0	10	10	1	0	0	agriculture	2884	0
4	112	1	1	10	0	0	1	0	0	0	10	10	1	0	0	agriculture	2884	0
5	112	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	2884	0
5	112	1	1	10	0	0	0	3	0.3	0.21	10	10	1	0	0	agriculture	2884	0
6	112	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	2884	0
6	112	1	1	10	1	0	0	5	0.5	0.25	10	10	1	0	0	agriculture	2884	0
7	136	1	1	10	1	1	0	10	1	0	10	10	1	0	0	livestockTrade	456	1
7	136	1	1	10	0	0	0	6	0.6	0.24	10	10	1	0	0	livestockTrade	456	1
8	136	1	0	10	1	1	1	4	0.4	0.24	10	0	0	1	0	livestockTrade	456	0
8	136	1	0	10	1	0	1	4	0.4	0.24	10	0	0	1	0	livestockTrade	456	0
9	136	1	1	10	1	1	1	10	1	0	10	10	1	0	0	livestockTrade	456	1
9	136	1	1	10	1	0	1	10	1	0	10	10	1	0	0	livestockTrade	456	1
10	136	1	0	4	1	1	0	3	0.75	0.1875	4	0	0	1	0	livestockTrade	456	1
10	136	1	0	4	1	0	0	3	0.75	0.1875	4	0	0	1	0	livestockTrade	456	1
11	136	1	1	6	1	1	0	6	1	0	6	6	1	0	0	livestockTrade	456	1
11	136	1	1	6	0	0	0	4	0.666666666666667	0.222222222222222	6	6	1	0	0	livestockTrade	456	1
12	136	1	0	8	0	1	1	7	0.875	0.109375	8	0	0	1	0	livestockTrade	456	1
12	136	1	0	8	0	0	1	5	0.625	0.234375	8	0	0	1	0	livestockTrade	456	0
13	136	1	0	4	1	1	0	2	0.5	0.25	4	0	0	1	0	livestockTrade	456	0
13	136	1	0	4	1	0	0	2	0.5	0.25	4	0	0	1	0	livestockTrade	456	0
14	52	1	0	10	0	1	0	0	0	0	10	0	0	1	0	agriculture	6451	0
14	52	1	0	10	0	0	0	2	0.2	0.16	10	0	0	1	0	agriculture	6451	0
15	52	1	1	10	0	1	1	1	0.1	0.09	10	10	1	0	0	agriculture	6451	0
15	52	1	1	10	0	0	1	0	0	0	10	10	1	0	0	agriculture	6451	0
16	52	1	1	8	0	1	1	1	0.125	0.109375	8	8	1	0	0	agriculture	6451	0
16	52	1	1	8	0	0	1	1	0.125	0.109375	8	8	1	0	0	agriculture	6451	0
17	52	1	0	5	0	1	0	0	0	0	5	0	0	1	0	agriculture	6451	0
17	52	1	0	5	0	0	0	0	0	0	5	0	0	1	0	agriculture	6451	0
18	52	1	0	2	0	1	0	0	0	0	2	0	0	1	0	agriculture	6451	0
18	52	1	0	2	0	0	0	0	0	0	2	0	0	1	0	agriculture	6451	0
19	52	1	0	5	0	1	0	2	0.4	0.24	5	0	0	1	0	agriculture	6451	1
19	52	1	0	5	0	0	0	3	0.6	0.24	5	0	0	1	0	agriculture	6451	1
20	52	1	1	6	0	1	0	1	0.166666666666667	0.138888888888889	6	6	1	0	0	agriculture	6451	0
20	52	1	1	6	0	0	0	1	0.166666666666667	0.138888888888889	6	6	1	0	0	agriculture	6451	0
21	52	1	0	6	0	1	0	1	0.166666666666667	0.138888888888889	6	0	0	1	0	agriculture	6451	0
21	52	1	0	6	0	0	0	1	0.166666666666667	0.138888888888889	6	0	0	1	0	agriculture	6451	0
22	52	1	1	4	1	1	0	2	0.5	0.25	4	4	1	0	0	agriculture	6451	1
22	52	1	1	4	0	0	0	2	0.5	0.25	4	4	1	0	0	agriculture	6451	1
23	91	1	1	7	1	1	1	3	0.428571428571429	0.244897959183673	7	7	1	0	0	labour	4887	0
23	91	1	1	7	1	0	1	5	0.714285714285714	0.204081632653061	7	7	1	0	0	labour	4887	0
24	91	1	1	10	0	1	0	1	0.1	0.09	10	10	1	0	0	labour	4887	0
24	91	1	1	10	0	0	0	3	0.3	0.21	10	10	1	0	0	labour	4887	1
25	91	1	1	10	1	1	1	4	0.4	0.24	10	10	1	0	0	labour	4887	1
25	91	1	1	10	0	0	1	2	0.2	0.16	10	10	1	0	0	labour	4887	0
26	91	1	0	6	0	1	0	2	0.333333333333333	0.222222222222222	6	0	0	1	0	labour	4887	1
26	91	1	0	6	0	0	0	2	0.333333333333333	0.222222222222222	6	0	0	1	0	labour	4887	1
27	91	1	0	10	0	1	0	3	0.3	0.21	10	0	0	1	0	labour	4887	0
27	91	1	0	10	0	0	0	5	0.5	0.25	10	0	0	1	0	labour	4887	1
28	91	1	0	10	0	1	0	1	0.1	0.09	10	0	0	1	0	labour	4887	0
28	91	1	0	10	0	0	0	2	0.2	0.16	10	0	0	1	0	labour	4887	1
29	91	1	0	3	0	1	1	2	0.666666666666667	0.222222222222222	3	0	0	1	0	labour	4887	1
29	91	1	0	3	0	0	1	1	0.333333333333333	0.222222222222222	3	0	0	1	0	labour	4887	1
30	114	1	0	2	0	1	0	1	0.5	0.25	2	0	0	1	0	agriculture	6500	1
30	114	1	0	2	0	0	0	1	0.5	0.25	2	0	0	1	0	agriculture	6500	1
31	114	1	0	9	0	1	0	1	0.111111111111111	0.0987654320987654	9	0	0	1	0	agriculture	6500	0
31	114	1	0	9	0	0	0	1	0.111111111111111	0.0987654320987654	9	0	0	1	0	agriculture	6500	0
32	114	1	0	4	1	1	1	1	0.25	0.1875	4	0	0	1	0	agriculture	6500	0
32	114	1	0	4	1	0	1	1	0.25	0.1875	4	0	0	1	0	agriculture	6500	0
33	114	1	0	10	1	1	1	3	0.3	0.21	10	0	0	1	0	agriculture	6500	0
33	114	1	0	10	0	0	1	2	0.2	0.16	10	0	0	1	0	agriculture	6500	0
34	114	1	1	9	0	1	1	1	0.111111111111111	0.0987654320987654	9	9	1	0	0	agriculture	6500	1
34	114	1	1	9	0	0	1	0	0	0	9	9	1	0	0	agriculture	6500	0
35	114	1	1	10	0	1	1	0	0	0	10	10	1	0	0	agriculture	6500	0
35	114	1	1	10	0	0	1	1	0.1	0.09	10	10	1	0	0	agriculture	6500	0
36	114	1	1	5	0	1	0	0	0	0	5	5	1	0	0	agriculture	6500	0
36	114	1	1	5	1	0	0	3	0.6	0.24	5	5	1	0	0	agriculture	6500	1
37	114	1	1	3	0	1	1	1	0.333333333333333	0.222222222222222	3	3	1	0	0	agriculture	6500	0
37	114	1	1	3	0	0	1	0	0	0	3	3	1	0	0	agriculture	6500	0
38	130	1	0	10	0	1	1	1	0.1	0.09	10	0	0	1	0	agriculture	5424	0
38	130	1	0	10	0	0	1	1	0.1	0.09	10	0	0	1	0	agriculture	5424	0
39	130	1	0	2	0	1	0	0	0	0	2	0	0	1	0	agriculture	5424	0
39	130	1	0	2	0	0	0	0	0	0	2	0	0	1	0	agriculture	5424	0
40	130	1	0	3	0	1	0	0	0	0	3	0	0	1	0	agriculture	5424	0
40	130	1	0	3	0	0	0	0	0	0	3	0	0	1	0	agriculture	5424	0
41	130	1	0	6	0	1	0	0	0	0	6	0	0	1	0	agriculture	5424	0
41	130	1	0	6	0	0	0	2	0.333333333333333	0.222222222222222	6	0	0	1	0	agriculture	5424	1
42	130	1	0	8	0	1	1	0	0	0	8	0	0	1	0	agriculture	5424	0
42	130	1	0	8	0	0	1	0	0	0	8	0	0	1	0	agriculture	5424	0
43	130	1	1	10	0	1	0	2	0.2	0.16	10	10	1	0	0	agriculture	5424	1
43	130	1	1	10	0	0	0	3	0.3	0.21	10	10	1	0	0	agriculture	5424	1
44	130	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	5424	0
44	130	1	1	10	0	0	0	4	0.4	0.24	10	10	1	0	0	agriculture	5424	1
45	130	1	1	10	1	1	1	7	0.7	0.21	10	10	1	0	0	agriculture	5424	1
45	130	1	1	10	0	0	1	3	0.3	0.21	10	10	1	0	0	agriculture	5424	0
46	85	1	1	10	0	1	0	1	0.1	0.09	10	10	1	0	0	agriculture	1270	0
46	85	1	1	10	0	0	0	4	0.4	0.24	10	10	1	0	0	agriculture	1270	0
47	85	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	1270	0
47	85	1	1	10	1	0	0	4	0.4	0.24	10	10	1	0	0	agriculture	1270	0
48	85	1	1	9	1	1	1	1	0.111111111111111	0.0987654320987654	9	9	1	0	0	agriculture	1270	0
48	85	1	1	9	0	0	1	0	0	0	9	9	1	0	0	agriculture	1270	0
49	85	1	0	10	0	1	1	1	0.1	0.09	10	0	0	1	0	agriculture	1270	0
49	85	1	0	10	0	0	1	1	0.1	0.09	10	0	0	1	0	agriculture	1270	0
50	85	1	0	10	0	1	1	0	0	0	10	0	0	1	0	agriculture	1270	0
50	85	1	0	10	0	0	1	1	0.1	0.09	10	0	0	1	0	agriculture	1270	1
51	85	1	0	9	0	1	1	0	0	0	9	0	0	1	0	agriculture	1270	0
51	85	1	0	9	1	0	1	2	0.222222222222222	0.172839506172839	9	0	0	1	0	agriculture	1270	0
52	101	1	0	10	1	1	0	4	0.4	0.24	10	0	0	1	0	agriculture	4562	0
52	101	1	0	10	1	0	0	4	0.4	0.24	10	0	0	1	0	agriculture	4562	0
53	101	1	0	10	0	1	1	3	0.3	0.21	10	0	0	1	0	agriculture	4562	1
53	101	1	0	10	0	0	1	0	0	0	10	0	0	1	0	agriculture	4562	0
54	101	1	0	5	0	1	0	0	0	0	5	0	0	1	0	agriculture	4562	0
54	101	1	0	5	1	0	0	1	0.2	0.16	5	0	0	1	0	agriculture	4562	0
55	101	1	1	8	0	1	0	0	0	0	8	8	1	0	0	agriculture	4562	0
55	101	1	1	8	0	0	0	0	0	0	8	8	1	0	0	agriculture	4562	0
56	101	1	1	10	0	1	1	3	0.3	0.21	10	10	1	0	0	agriculture	4562	1
56	101	1	1	10	0	0	1	1	0.1	0.09	10	10	1	0	0	agriculture	4562	0
57	101	1	1	10	1	1	0	2	0.2	0.16	10	10	1	0	0	agriculture	4562	0
57	101	1	1	10	1	0	0	5	0.5	0.25	10	10	1	0	0	agriculture	4562	0
58	66	1	0	9	0	1	0	1	0.111111111111111	0.0987654320987654	9	0	0	1	0	agriculture	1352	0
58	66	1	0	9	0	0	0	0	0	0	9	0	0	1	0	agriculture	1352	0
59	66	1	0	3	0	1	1	1	0.333333333333333	0.222222222222222	3	0	0	1	0	agriculture	1352	1
59	66	1	0	3	0	0	1	1	0.333333333333333	0.222222222222222	3	0	0	1	0	agriculture	1352	1
60	66	1	0	6	1	1	1	5	0.833333333333333	0.138888888888889	6	0	0	1	0	agriculture	1352	1
60	66	1	0	6	1	0	1	5	0.833333333333333	0.138888888888889	6	0	0	1	0	agriculture	1352	1
61	66	1	1	5	0	1	0	1	0.2	0.16	5	5	1	0	0	agriculture	1352	0
61	66	1	1	5	0	0	0	1	0.2	0.16	5	5	1	0	0	agriculture	1352	0
62	66	1	1	10	1	1	1	3	0.3	0.21	10	10	1	0	0	agriculture	1352	0
62	66	1	1	10	1	0	1	3	0.3	0.21	10	10	1	0	0	agriculture	1352	1
63	66	1	1	10	1	1	1	2	0.2	0.16	10	10	1	0	0	agriculture	1352	0
63	66	1	1	10	0	0	1	0	0	0	10	10	1	0	0	agriculture	1352	0
64	65	1	0	10	0	1	0	0	0	0	10	0	0	1	0	agriculture	1997	0
64	65	1	0	10	0	0	0	2	0.2	0.16	10	0	0	1	0	agriculture	1997	0
65	65	1	0	10	0	1	0	0	0	0	10	0	0	1	0	agriculture	1997	0
65	65	1	0	10	1	0	0	2	0.2	0.16	10	0	0	1	0	agriculture	1997	0
66	65	1	0	4	0	1	1	1	0.25	0.1875	4	0	0	1	0	agriculture	1997	0
66	65	1	0	4	0	0	1	1	0.25	0.1875	4	0	0	1	0	agriculture	1997	0
67	65	1	1	10	0	1	1	1	0.1	0.09	10	10	1	0	0	agriculture	1997	0
67	65	1	1	10	0	0	1	0	0	0	10	10	1	0	0	agriculture	1997	0
68	65	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	1997	0
68	65	1	1	10	0	0	0	4	0.4	0.24	10	10	1	0	0	agriculture	1997	0
69	65	1	1	9	0	1	0	1	0.111111111111111	0.0987654320987654	9	9	1	0	0	agriculture	1997	0
69	65	1	1	9	0	0	0	4	0.444444444444444	0.246913580246914	9	9	1	0	0	agriculture	1997	1
70	58	1	1	10	0	1	0	3	0.3	0.21	10	10	1	0	0	agriculture	2109	1
70	58	1	1	10	1	0	0	3	0.3	0.21	10	10	1	0	0	agriculture	2109	1
71	58	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	2109	0
71	58	1	1	10	0	0	0	3	0.3	0.21	10	10	1	0	0	agriculture	2109	1
72	58	1	1	6	0	1	1	0	0	0	6	6	1	0	0	agriculture	2109	0
72	58	1	1	6	0	0	1	0	0	0	6	6	1	0	0	agriculture	2109	0
73	58	1	1	2	0	1	0	0	0	0	2	2	1	0	0	agriculture	2109	0
73	58	1	1	2	0	0	0	0	0	0	2	2	1	0	0	agriculture	2109	0
74	58	1	0	10	0	1	0	0	0	0	10	0	0	1	0	agriculture	2109	0
74	58	1	0	10	0	0	0	5	0.5	0.25	10	0	0	1	0	agriculture	2109	1
75	58	1	0	7	0	1	0	0	0	0	7	0	0	1	0	agriculture	2109	0
75	58	1	0	7	0	0	0	1	0.142857142857143	0.122448979591837	7	0	0	1	0	agriculture	2109	0
76	58	1	0	5	0	1	1	0	0	0	5	0	0	1	0	agriculture	2109	0
76	58	1	0	5	0	0	1	0	0	0	5	0	0	1	0	agriculture	2109	0
77	58	1	0	5	0	1	1	0	0	0	5	0	0	1	0	agriculture	2109	0
77	58	1	0	5	0	0	1	0	0	0	5	0	0	1	0	agriculture	2109	0
78	58	1	0	2	0	1	0	0	0	0	2	0	0	1	0	agriculture	2109	0
78	58	1	0	2	0	0	0	0	0	0	2	0	0	1	0	agriculture	2109	0
79	71	1	0	4	0	1	1	0	0	0	4	0	0	1	0	agriculture	1344	0
79	71	1	0	4	0	0	1	0	0	0	4	0	0	1	0	agriculture	1344	0
80	71	1	0	2	0	1	1	0	0	0	2	0	0	1	0	agriculture	1344	0
80	71	1	0	2	0	0	1	0	0	0	2	0	0	1	0	agriculture	1344	0
81	71	1	1	9	0	1	1	1	0.111111111111111	0.0987654320987654	9	9	1	0	0	agriculture	1344	1
81	71	1	1	9	0	0	1	1	0.111111111111111	0.0987654320987654	9	9	1	0	0	agriculture	1344	1
82	71	1	0	9	1	1	0	1	0.111111111111111	0.0987654320987654	9	0	0	1	0	agriculture	1344	0
82	71	1	0	9	1	0	0	2	0.222222222222222	0.172839506172839	9	0	0	1	0	agriculture	1344	0
83	71	1	0	10	0	1	0	2	0.2	0.16	10	0	0	1	0	agriculture	1344	1
83	71	1	0	10	0	0	0	2	0.2	0.16	10	0	0	1	0	agriculture	1344	1
84	71	1	1	10	0	1	1	0	0	0	10	10	1	0	0	agriculture	1344	0
84	71	1	1	10	0	0	1	0	0	0	10	10	1	0	0	agriculture	1344	0
85	71	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	1344	0
85	71	1	1	10	0	0	0	0	0	0	10	10	1	0	0	agriculture	1344	0
86	64	1	1	10	1	1	0	1	0.1	0.09	10	10	1	0	0	agriculture	1876	0
86	64	1	1	10	1	0	0	5	0.5	0.25	10	10	1	0	0	agriculture	1876	0
87	64	1	1	10	0	1	0	3	0.3	0.21	10	10	1	0	0	agriculture	1876	1
87	64	1	1	10	1	0	0	4	0.4	0.24	10	10	1	0	0	agriculture	1876	1
88	64	1	0	10	0	1	1	2	0.2	0.16	10	0	0	1	0	agriculture	1876	0
88	64	1	0	10	0	0	1	2	0.2	0.16	10	0	0	1	0	agriculture	1876	0
89	64	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	1876	0
89	64	1	1	10	0	0	0	2	0.2	0.16	10	10	1	0	0	agriculture	1876	1
90	64	1	0	7	0	1	0	4	0.571428571428571	0.244897959183673	7	0	0	1	0	agriculture	1876	1
90	64	1	0	7	0	0	0	4	0.571428571428571	0.244897959183673	7	0	0	1	0	agriculture	1876	1
91	64	1	0	4	0	1	0	2	0.5	0.25	4	0	0	1	0	agriculture	1876	1
91	64	1	0	4	0	0	0	1	0.25	0.1875	4	0	0	1	0	agriculture	1876	0
92	64	1	0	3	0	1	1	1	0.333333333333333	0.222222222222222	3	0	0	1	0	agriculture	1876	1
92	64	1	0	3	0	0	1	0	0	0	3	0	0	1	0	agriculture	1876	0
93	76	1	1	4	0	1	1	0	0	0	4	4	1	0	0	agriculture	5098	0
93	76	1	1	4	0	0	1	0	0	0	4	4	1	0	0	agriculture	5098	0
94	76	1	0	4	0	1	0	0	0	0	4	0	0	1	0	agriculture	5098	0
94	76	1	0	4	0	0	0	0	0	0	4	0	0	1	0	agriculture	5098	0
95	76	1	1	7	0	1	0	0	0	0	7	7	1	0	0	agriculture	5098	0
95	76	1	1	7	0	0	0	0	0	0	7	7	1	0	0	agriculture	5098	0
96	76	1	1	6	0	1	1	0	0	0	6	6	1	0	0	agriculture	5098	0
96	76	1	1	6	0	0	1	0	0	0	6	6	1	0	0	agriculture	5098	0
97	76	1	0	9	0	1	0	1	0.111111111111111	0.0987654320987654	9	0	0	1	0	agriculture	5098	0
97	76	1	0	9	0	0	0	2	0.222222222222222	0.172839506172839	9	0	0	1	0	agriculture	5098	0
98	76	1	0	9	0	1	0	1	0.111111111111111	0.0987654320987654	9	0	0	1	0	agriculture	5098	0
98	76	1	0	9	0	0	0	1	0.111111111111111	0.0987654320987654	9	0	0	1	0	agriculture	5098	0
99	76	1	0	10	0	1	0	0	0	0	10	0	0	1	0	agriculture	5098	0
99	76	1	0	10	0	0	0	0	0	0	10	0	0	1	0	agriculture	5098	0
100	59	1	1	6	0	1	1	0	0	0	6	6	1	0	0	agriculture	3467	0
100	59	1	1	6	0	0	1	0	0	0	6	6	1	0	0	agriculture	3467	0
101	59	1	0	9	0	1	1	4	0.444444444444444	0.246913580246914	9	0	0	1	0	agriculture	3467	1
101	59	1	0	9	0	0	1	4	0.444444444444444	0.246913580246914	9	0	0	1	0	agriculture	3467	1
102	59	1	0	10	0	1	1	1	0.1	0.09	10	0	0	1	0	agriculture	3467	0
102	59	1	0	10	0	0	1	0	0	0	10	0	0	1	0	agriculture	3467	0
103	59	1	0	10	0	1	0	0	0	0	10	0	0	1	0	agriculture	3467	0
103	59	1	0	10	1	0	0	2	0.2	0.16	10	0	0	1	0	agriculture	3467	0
104	59	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	3467	0
104	59	1	1	10	0	0	0	1	0.1	0.09	10	10	1	0	0	agriculture	3467	0
105	59	1	1	10	0	1	1	0	0	0	10	10	1	0	0	agriculture	3467	0
105	59	1	1	10	0	0	1	0	0	0	10	10	1	0	0	agriculture	3467	0
106	54	1	1	10	0	1	1	4	0.4	0.24	10	10	1	0	0	agriculture	1690	0
106	54	1	1	10	0	0	1	0	0	0	10	10	1	0	0	agriculture	1690	0
107	54	1	1	9	0	1	0	0	0	0	9	9	1	0	0	agriculture	1690	0
107	54	1	1	9	0	0	0	0	0	0	9	9	1	0	0	agriculture	1690	0
108	54	1	0	10	0	1	0	1	0.1	0.09	10	0	0	1	0	agriculture	1690	0
108	54	1	0	10	0	0	0	2	0.2	0.16	10	0	0	1	0	agriculture	1690	0
109	54	1	0	10	0	1	0	2	0.2	0.16	10	0	0	1	0	agriculture	1690	0
109	54	1	0	10	0	0	0	3	0.3	0.21	10	0	0	1	0	agriculture	1690	1
110	54	1	0	10	0	1	1	1	0.1	0.09	10	0	0	1	0	agriculture	1690	0
110	54	1	0	10	0	0	1	3	0.3	0.21	10	0	0	1	0	agriculture	1690	0
111	54	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	1690	0
111	54	1	1	10	0	0	0	0	0	0	10	10	1	0	0	agriculture	1690	0
112	50	1	1	10	1	1	1	10	1	0	10	10	1	0	0	agriculture	5299	1
112	50	1	1	10	1	0	1	10	1	0	10	10	1	0	0	agriculture	5299	1
113	50	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	5299	0
113	50	1	1	10	0	0	0	0	0	0	10	10	1	0	0	agriculture	5299	0
114	50	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	5299	0
114	50	1	1	10	0	0	0	0	0	0	10	10	1	0	0	agriculture	5299	0
115	50	1	0	10	0	1	0	2	0.2	0.16	10	0	0	1	0	agriculture	5299	0
115	50	1	0	10	0	0	0	2	0.2	0.16	10	0	0	1	0	agriculture	5299	0
116	50	1	0	10	0	1	1	4	0.4	0.24	10	0	0	1	0	agriculture	5299	0
116	50	1	0	10	0	0	1	4	0.4	0.24	10	0	0	1	0	agriculture	5299	0
117	50	1	0	6	0	1	0	0	0	0	6	0	0	1	0	agriculture	5299	0
117	50	1	0	6	0	0	0	0	0	0	6	0	0	1	0	agriculture	5299	0
118	50	1	0	2	0	1	1	0	0	0	2	0	0	1	0	agriculture	5299	0
118	50	1	0	2	0	0	1	0	0	0	2	0	0	1	0	agriculture	5299	0
119	51	1	0	10	0	1	1	2	0.2	0.16	10	0	0	1	0	agriculture	6802	0
119	51	1	0	10	0	0	1	2	0.2	0.16	10	0	0	1	0	agriculture	6802	0
120	51	1	0	10	1	1	1	8	0.8	0.16	10	0	0	1	0	agriculture	6802	1
120	51	1	0	10	1	0	1	3	0.3	0.21	10	0	0	1	0	agriculture	6802	0
121	51	1	0	6	0	1	0	0	0	0	6	0	0	1	0	agriculture	6802	0
121	51	1	0	6	0	0	0	0	0	0	6	0	0	1	0	agriculture	6802	0
122	51	1	1	10	0	1	1	4	0.4	0.24	10	10	1	0	0	agriculture	6802	0
122	51	1	1	10	0	0	1	1	0.1	0.09	10	10	1	0	0	agriculture	6802	0
123	51	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	6802	0
123	51	1	1	10	1	0	0	4	0.4	0.24	10	10	1	0	0	agriculture	6802	1
124	51	1	1	7	0	1	0	4	0.571428571428571	0.244897959183673	7	7	1	0	0	agriculture	6802	1
124	51	1	1	7	0	0	0	3	0.428571428571429	0.244897959183673	7	7	1	0	0	agriculture	6802	1
125	92	1	1	10	0	1	1	0	0	0	10	10	1	0	0	agriculture	2871	0
125	92	1	1	10	0	0	1	0	0	0	10	10	1	0	0	agriculture	2871	0
126	92	1	1	9	0	1	1	1	0.111111111111111	0.0987654320987654	9	9	1	0	0	agriculture	2871	0
126	92	1	1	9	0	0	1	0	0	0	9	9	1	0	0	agriculture	2871	0
127	92	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	2871	0
127	92	1	1	10	0	0	0	1	0.1	0.09	10	10	1	0	0	agriculture	2871	0
128	92	1	0	6	1	1	0	2	0.333333333333333	0.222222222222222	6	0	0	1	0	agriculture	2871	0
128	92	1	0	6	1	0	0	2	0.333333333333333	0.222222222222222	6	0	0	1	0	agriculture	2871	0
129	92	1	0	10	1	1	1	2	0.2	0.16	10	0	0	1	0	agriculture	2871	0
129	92	1	0	10	1	0	1	4	0.4	0.24	10	0	0	1	0	agriculture	2871	0
130	92	1	0	10	0	1	0	4	0.4	0.24	10	0	0	1	0	agriculture	2871	1
130	92	1	0	10	0	0	0	5	0.5	0.25	10	0	0	1	0	agriculture	2871	1
131	98	1	1	9	0	1	0	0	0	0	9	9	1	0	0	agriculture	3386	0
131	98	1	1	9	0	0	0	4	0.444444444444444	0.246913580246914	9	9	1	0	0	agriculture	3386	0
132	98	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	3386	0
132	98	1	1	10	0	0	0	3	0.3	0.21	10	10	1	0	0	agriculture	3386	0
133	98	1	1	8	0	1	0	2	0.25	0.1875	8	8	1	0	0	agriculture	3386	1
133	98	1	1	8	0	0	0	4	0.5	0.25	8	8	1	0	0	agriculture	3386	1
134	98	1	0	8	0	1	0	1	0.125	0.109375	8	0	0	1	0	agriculture	3386	0
134	98	1	0	8	0	0	0	3	0.375	0.234375	8	0	0	1	0	agriculture	3386	0
135	98	1	0	6	1	1	1	1	0.166666666666667	0.138888888888889	6	0	0	1	0	agriculture	3386	0
135	98	1	0	6	1	0	1	2	0.333333333333333	0.222222222222222	6	0	0	1	0	agriculture	3386	0
136	98	1	0	3	0	1	0	0	0	0	3	0	0	1	0	agriculture	3386	0
136	98	1	0	3	1	0	0	1	0.333333333333333	0.222222222222222	3	0	0	1	0	agriculture	3386	0
137	98	1	0	3	0	1	0	1	0.333333333333333	0.222222222222222	3	0	0	1	0	agriculture	3386	1
137	98	1	0	3	0	0	0	1	0.333333333333333	0.222222222222222	3	0	0	1	0	agriculture	3386	1
138	98	1	0	4	1	1	1	3	0.75	0.1875	4	0	0	1	0	agriculture	3386	1
138	98	1	0	4	0	0	1	2	0.5	0.25	4	0	0	1	0	agriculture	3386	1
139	61	1	0	3	1	1	1	2	0.666666666666667	0.222222222222222	3	0	0	1	0	agriculture	6646	0
139	61	1	0	3	1	0	1	2	0.666666666666667	0.222222222222222	3	0	0	1	0	agriculture	6646	0
140	61	1	0	6	0	1	1	1	0.166666666666667	0.138888888888889	6	0	0	1	0	agriculture	6646	1
140	61	1	0	6	0	0	1	1	0.166666666666667	0.138888888888889	6	0	0	1	0	agriculture	6646	1
141	61	1	0	9	0	1	0	3	0.333333333333333	0.222222222222222	9	0	0	1	0	agriculture	6646	0
141	61	1	0	9	0	0	0	3	0.333333333333333	0.222222222222222	9	0	0	1	0	agriculture	6646	0
142	61	1	0	10	0	1	1	0	0	0	10	0	0	1	0	agriculture	6646	0
142	61	1	0	10	0	0	1	0	0	0	10	0	0	1	0	agriculture	6646	0
143	61	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	6646	0
143	61	1	1	10	0	0	0	0	0	0	10	10	1	0	0	agriculture	6646	0
144	61	1	1	9	0	1	1	0	0	0	9	9	1	0	0	agriculture	6646	0
144	61	1	1	9	0	0	1	0	0	0	9	9	1	0	0	agriculture	6646	0
146	61	1	1	10	0	1	0	3	0.3	0.21	10	10	1	0	0	agriculture	6646	0
146	61	1	1	10	0	0	0	2	0.2	0.16	10	10	1	0	0	agriculture	6646	0
147	102	1	1	8	0	1	0	0	0	0	8	8	1	0	0	agriculture	2469	0
147	102	1	1	8	0	0	0	0	0	0	8	8	1	0	0	agriculture	2469	0
148	102	1	1	10	0	1	1	5	0.5	0.25	10	10	1	0	0	agriculture	2469	1
148	102	1	1	10	0	0	1	0	0	0	10	10	1	0	0	agriculture	2469	0
149	102	1	1	10	0	1	0	0	0	0	10	10	1	0	0	agriculture	2469	0
149	102	1	1	10	0	0	0	1	0.1	0.09	10	10	1	0	0	agriculture	2469	0
150	102	1	0	8	0	1	0	2	0.25	0.1875	8	0	0	1	0	agriculture	2469	1
150	102	1	0	8	1	0	0	6	0.75	0.1875	8	0	0	1	0	agriculture	2469	0
151	102	1	0	8	0	1	1	2	0.25	0.1875	8	0	0	1	0	agriculture	2469	1
151	102	1	0	8	0	0	1	2	0.25	0.1875	8	0	0	1	0	agriculture	2469	1
152	102	1	0	10	0	1	1	0	0	0	10	0	0	1	0	agriculture	2469	0
